Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Atlanta (1996),1996,Volleyball,Volleyball,Misha Latuhihin,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Jan Posthuma,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Brecht Rodenburg,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Richard Schuil,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Bas Van de goor,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Mike Van de goor,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Olof Van der meulen,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Ronald Zwerver,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Lorenzo Bernardi,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Vigor Bovolenta,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Marco Bracci,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Luca Cantagalli,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Andrea Gardini,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Andrea Giani,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Pasquale Gravina,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Marco Meoni,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Samuele Papi,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Andrea Sartoretti,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Paolo Tofoli,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Andrea Zorzi,Italy,Men,volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Ana Margarita Alvares,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Leila Barros,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,"Ericleia ""Filo"" Bodziak",Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Hilma Aparecida Caldeira,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Ana Paula Connelly,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Marcia Regina Cunha,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Virna Dias,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Ana Beatriz Moser,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Ana Flavia Sanglard,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Helia Souza,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Sandra Suruagy,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Fernanda Venturini,Brazil,Women,volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Taimaris Aguero,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Regla Maritza Bell,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Magaly Esther Carvajal,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Marlenis Costa,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Ana Ibis Fernandez,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Mirka Francia,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Idalmis Gato,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Lilia Izquierdo,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Alejandrina Luis,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Raisa O'farrill,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Yumilka Ruiz,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Regla Torres,Cuba,Women,volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Yong-Mei Cui,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Qi He,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Yawen Lai,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Yan Li,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Xiaoning Liu,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Wenli Pan,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Yue Sun,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Lina Wang,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Yi Wang,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Ziling Wang,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Yongmei Wu,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Yunying Zhu,China,Women,volleyball women,Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Sevdalin Minchev,Bulgaria,Men,"- 54kg, total (flyweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Halil Mutlu,Turkey,Men,"- 54kg, total (flyweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Xiangsen Zhang,China,Men,"- 54kg, total (flyweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Stefan Botev,Australia,Men,"+ 108kg, total (super heavyweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Andrey Chemerkin,Russian Federation,Men,"+ 108kg, total (super heavyweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Ronny Weller,Germany,Men,"+ 108kg, total (super heavyweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Nikolay Pechalov,Bulgaria,Men,"54 - 59kg, total (bantamweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Ningsheng Tang,China,Men,"54 - 59kg, total (bantamweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Leonidas Sampanis,Greece,Men,"54 - 59kg, total (bantamweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Jiangang Xiao,China,Men,"59 - 64kg, total (featherweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Naim Suleymanoglu,Turkey,Men,"59 - 64kg, total (featherweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Valerios Leonidis,Greece,Men,"59 - 64kg, total (featherweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Attila Feri,Hungary,Men,"64 - 70kg, total (lightweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Xugang Zhan,China,Men,"64 - 70kg, total (lightweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Myong Nam Kim,"Korea, North (PDR of Korea)",Men,"64 - 70kg, total (lightweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Chol Ho Jon,"Korea, North (PDR of Korea)",Men,"70 - 76kg, total (middleweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Pablo Lara,Cuba,Men,"70 - 76kg, total (middleweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Yoto Vassilev Yotov,Bulgaria,Men,"70 - 76kg, total (middleweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Andrzej Cofalik,Poland,Men,"76 - 83kg, total (light-heavyweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Pyrros Dimas,Greece,Men,"76 - 83kg, total (light-heavyweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Marc Huster,Germany,Men,"76 - 83kg, total (light-heavyweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Oliver Caruso,Germany,Men,"83 - 91kg, total (middle-heavyweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Aleksey Petrov,Russian Federation,Men,"83 - 91kg, total (middle-heavyweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Leonidas Kokas,Greece,Men,"83 - 91kg, total (middle-heavyweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Mykola Hordiychuk,Ukraine,Men,"91 - 99kg, total (first-heavyweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Akakios Kakiasvilis,Greece,Men,"91 - 99kg, total (first-heavyweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Anatoli Khrapaty,Kazakhstan,Men,"91 - 99kg, total (first-heavyweight) men",Silver,0,1,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Nicu Vlad,Romania,Men,"99 - 108kg, total (heavyweight) men",Bronze,0,0,1
Atlanta (1996),1996,Weightlifting,Weightlifting,Timour Taimazov,Ukraine,Men,"99 - 108kg, total (heavyweight) men",Gold,1,0,0
Atlanta (1996),1996,Weightlifting,Weightlifting,Serguei Syrtsov,Russian Federation,Men,"99 - 108kg, total (heavyweight) men",Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Alexis Vila,Cuba,Men,- 48kg (light-flyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Il Kim,"Korea, North (PDR of Korea)",Men,- 48kg (light-flyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Armen Mkrchyan,Armenia,Men,- 48kg (light-flyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Bruce Robert Baumgartner,United States,Men,100 - 130kg (super heavyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Mahmut Demir,Turkey,Men,100 - 130kg (super heavyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Aleksey Medvedev,Belarus,Men,100 - 130kg (super heavyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Maulen Mamyrov,Kazakhstan,Men,48 - 52kg (flyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Valentin Yordanov Dimitrov,Bulgaria,Men,48 - 52kg (flyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Namig Abdullayev,Azerbaijan,Men,48 - 52kg (flyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Yong Sam Ri,"Korea, North (PDR of Korea)",Men,52 - 57kg (bantamweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Kendall Duane Cross,United States,Men,52 - 57kg (bantamweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Giuvi Sissaouri,Canada,Men,52 - 57kg (bantamweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Elbrus Tedeyev,Ukraine,Men,57 - 62kg (featherweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Tom Brands,United States,Men,57 - 62kg (featherweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Jae-Sung Jang,"Korea, South",Men,57 - 62kg (featherweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Zaza Zozirov,Ukraine,Men,62 - 68kg (lightweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Vadim Bogiyev,Russian Federation,Men,62 - 68kg (lightweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Townsend Saunders,United States,Men,62 - 68kg (lightweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Takuya Ota,Japan,Men,68 - 74kg (welterweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Buvaysa Saytiev,Russian Federation,Men,68 - 74kg (welterweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Jang-Soon Park,"Korea, South",Men,68 - 74kg (welterweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Amir Reza Khadem azghadi,Iran,Men,74 - 82kg (middleweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Khadzhimurad Magomedov,Russian Federation,Men,74 - 82kg (middleweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Hyun-Mo Yang,"Korea, South",Men,74 - 82kg (middleweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Eldari Kurtanidze,Georgia,Men,82 - 90kg (light-heavyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Rasul Khadem azghadi,Iran,Men,82 - 90kg (light-heavyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Makharbek Khadartsev,Russian Federation,Men,82 - 90kg (light-heavyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Arawat Sabejew,Germany,Men,90 - 100kg (heavyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Kurt Angle,United States,Men,90 - 100kg (heavyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Freestyle,Abbas Jadidi,Iran,Men,90 - 100kg (heavyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Zafar Gulyov,Russian Federation,Men,- 48kg (light-flyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Kwon-Ho Sim,"Korea, South",Men,- 48kg (light-flyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Aleksandr Pavlov,Belarus,Men,- 48kg (light-flyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Serguei Moureiko,Moldova,Men,100 - 130kg (super heavyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Aleksandr Karelin,Russian Federation,Men,100 - 130kg (super heavyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Siamak Ghaffari,United States,Men,100 - 130kg (super heavyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Andriy Kalashnikov,Ukraine,Men,48 - 52kg (flyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Armen Nazaryan,Armenia,Men,48 - 52kg (flyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Brandon Paulson,United States,Men,48 - 52kg (flyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Zetian Sheng,China,Men,52 - 57kg (bantamweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Yuriy Melnichenko,Kazakhstan,Men,52 - 57kg (bantamweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Dennis Hall,United States,Men,52 - 57kg (bantamweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Akif Pirim,Turkey,Men,57 - 62kg (featherweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Wlodzimierz Zawadzki,Poland,Men,57 - 62kg (featherweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Juan Luis Maren,Cuba,Men,57 - 62kg (featherweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Aleksandr Tretyakov,Russian Federation,Men,62 - 68kg (lightweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Ryszard Wolny,Poland,Men,62 - 68kg (lightweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Ghani Yolouz,France,Men,62 - 68kg (lightweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Jozef Tracz,Poland,Men,68 - 74kg (welterweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Feliberto Ascuy aguilera,Cuba,Men,68 - 74kg (welterweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Marko Asell,Finland,Men,68 - 74kg (welterweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Valeriy Tsilent,Belarus,Men,74 - 82kg (middleweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Hamza Yerlikaya,Turkey,Men,74 - 82kg (middleweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Thomas Zander,Germany,Men,74 - 82kg (middleweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Maik Bullmann,Germany,Men,82 - 90kg (light-heavyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Vyacheslav Oleynyk,Ukraine,Men,82 - 90kg (light-heavyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Jacek Fafinski,Poland,Men,82 - 90kg (light-heavyweight) men,Silver,0,1,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Mikael Ljungberg,Sweden,Men,90 - 100kg (heavyweight) men,Bronze,0,0,1
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Andrzej Wronski,Poland,Men,90 - 100kg (heavyweight) men,Gold,1,0,0
Atlanta (1996),1996,Wrestling,Wrestling Greco-Romano,Sergey Lishtvan,Belarus,Men,90 - 100kg (heavyweight) men,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Dmitry Sautin,Russian Federation,Men,10m platform men,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Liang Tian,China,Men,10m platform men,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Jia Hu,China,Men,10m platform men,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Anne Katherine Montminy,Canada,Women,10m platform women,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Laura Wilkinson,United States,Women,10m platform women,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Na Li,China,Women,10m platform women,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Dmitry Sautin,Russian Federation,Men,3m springboard men,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Ni Xiong,China,Men,3m springboard men,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Fernando Platas,Mexico,Men,3m springboard men,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Doerte Lindner,Germany,Women,3m springboard women,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Mingxia Fu,China,Women,3m springboard women,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Jingjing Guo,China,Women,3m springboard women,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Jan Hempel,Germany,Men,synchronized diving 10m platform men,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Heiko Meyer,Germany,Men,synchronized diving 10m platform men,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Igor Loukachine,Russian Federation,Men,synchronized diving 10m platform men,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Dmitry Sautin,Russian Federation,Men,synchronized diving 10m platform men,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Jia Hu,China,Men,synchronized diving 10m platform men,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Liang Tian,China,Men,synchronized diving 10m platform men,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Rebecca Gilmore,Australia,Women,synchronized diving 10m platform women,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Loudy Tourky,Australia,Women,synchronized diving 10m platform women,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Na Li,China,Women,synchronized diving 10m platform women,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Xue Sang,China,Women,synchronized diving 10m platform women,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Emilie Heymans,Canada,Women,synchronized diving 10m platform women,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Anne Katherine Montminy,Canada,Women,synchronized diving 10m platform women,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Robert Newbery,Australia,Men,synchronized diving 3m springboard men,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Dean Pullar,Australia,Men,synchronized diving 3m springboard men,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Hailiang Xiao,China,Men,synchronized diving 3m springboard men,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Ni Xiong,China,Men,synchronized diving 3m springboard men,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Alexandre Dobroskok,Russian Federation,Men,synchronized diving 3m springboard men,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Dmitry Sautin,Russian Federation,Men,synchronized diving 3m springboard men,Silver,0,1,0
Sydney (2000),2000,Aquatics,Diving,Ganna Sorokina,Ukraine,Women,synchronized diving 3m springboard women,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Olena Zhupina,Ukraine,Women,synchronized diving 3m springboard women,Bronze,0,0,1
Sydney (2000),2000,Aquatics,Diving,Vera Ilyina,Russian Federation,Women,synchronized diving 3m springboard women,Gold,1,0,0
Sydney (2000),2000,Aquatics,Diving,Ioulia Pakhalina,Russian Federation,Women,synchronized diving 3m springboard women,Gold,1,0,0
