Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Moscow (1980),1980,Aquatics,Swimming,Sergei Fesenko,Soviet Union,Men,200m butterfly men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Philip Hubble,United Kingdom,Men,200m butterfly men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Michelle Ford,Australia,Women,200m butterfly women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Ines Geissler,East Germany,Women,200m butterfly women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Sybille Schönrock,East Germany,Women,200m butterfly women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Graeme Brewer,Australia,Men,200m freestyle men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Sergei Koplyakov,Soviet Union,Men,200m freestyle men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Andrei Krylov,Soviet Union,Men,200m freestyle men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Carmela Schmidt,East Germany,Women,200m freestyle women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Barbara Krause,East Germany,Women,200m freestyle women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Ines Diers,East Germany,Women,200m freestyle women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Ivar Stukolkin,Soviet Union,Men,400m freestyle men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Vladimir Salnikov,Soviet Union,Men,400m freestyle men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Andrei Krylov,Soviet Union,Men,400m freestyle men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Carmela Schmidt,East Germany,Women,400m freestyle women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Ines Diers,East Germany,Women,400m freestyle women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Petra Schneider,East Germany,Women,400m freestyle women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Zoltan Verraszto,Hungary,Men,400m individual medley men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Aleksandr Sidorenko,Soviet Union,Men,400m individual medley men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Sergei Fesenko,Soviet Union,Men,400m individual medley men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Agnieszka Czopek,Poland,Women,400m individual medley women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Petra Schneider,East Germany,Women,400m individual medley women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Sharron Elizabeth Davies,United Kingdom,Women,400m individual medley women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Reggie De jong,Netherlands,Women,4x100m freestyle relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Annelies Maas,Netherlands,Women,4x100m freestyle relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Conny Van bentum,Netherlands,Women,4x100m freestyle relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Wilma Van velsen,Netherlands,Women,4x100m freestyle relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Ines Diers,East Germany,Women,4x100m freestyle relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Sarina Hülsenbeck,East Germany,Women,4x100m freestyle relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Barbara Krause,East Germany,Women,4x100m freestyle relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Caren Metschuck,East Germany,Women,4x100m freestyle relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Agneta Eriksson,Sweden,Women,4x100m freestyle relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Tina Gustafsson,Sweden,Women,4x100m freestyle relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Carina Ljungdahl,Sweden,Women,4x100m freestyle relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Agneta Märtensson,Sweden,Women,4x100m freestyle relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Gary Abraham,United Kingdom,Men,4x100m medley relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Dunkan Goodhew,United Kingdom,Men,4x100m medley relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,David Lowe,United Kingdom,Men,4x100m medley relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Martin Smith,United Kingdom,Men,4x100m medley relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Neil Brooks,Australia,Men,4x100m medley relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Peter Evans,Australia,Men,4x100m medley relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Mark Kerry,Australia,Men,4x100m medley relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Mark Tonelli,Australia,Men,4x100m medley relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Sergei Koplyakov,Soviet Union,Men,4x100m medley relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Viktor Kuznetsov,Soviet Union,Men,4x100m medley relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Arsen Miskarov,Soviet Union,Men,4x100m medley relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Evgeni Seredin,Soviet Union,Men,4x100m medley relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Alla Grishchenkova,Soviet Union,Women,4x100m medley relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Elena Kruglova,Soviet Union,Women,4x100m medley relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Natalia Strunnikova,Soviet Union,Women,4x100m medley relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Elvira Vasilkova,Soviet Union,Women,4x100m medley relay women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Ute Geweniger,East Germany,Women,4x100m medley relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Caren Metschuck,East Germany,Women,4x100m medley relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Andrea Pollack,East Germany,Women,4x100m medley relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Rica Reinisch,East Germany,Women,4x100m medley relay women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,June Croft,United Kingdom,Women,4x100m medley relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Helen Jameson,United Kingdom,Women,4x100m medley relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Margaret Kelly-hohmann,United Kingdom,Women,4x100m medley relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Ann Osgerby,United Kingdom,Women,4x100m medley relay women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Ciro Marques Delgado,Brazil,Men,4x200m freestyle relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Jorge Luiz Fernandes,Brazil,Men,4x200m freestyle relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Djan Garrido madruga,Brazil,Men,4x200m freestyle relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Marcus Laborne Mattioli,Brazil,Men,4x200m freestyle relay men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Sergei Koplyakov,Soviet Union,Men,4x200m freestyle relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Andrei Krylov,Soviet Union,Men,4x200m freestyle relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Vladimir Salnikov,Soviet Union,Men,4x200m freestyle relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Ivar Stukolkin,Soviet Union,Men,4x200m freestyle relay men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Detlev Grabs,East Germany,Men,4x200m freestyle relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Frank Pfütze,East Germany,Men,4x200m freestyle relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Rainer Strohbach,East Germany,Men,4x200m freestyle relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Jörg Woithe,East Germany,Men,4x200m freestyle relay men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Swimming,Heike Dähne,East Germany,Women,800m freestyle women,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Swimming,Michelle Ford,Australia,Women,800m freestyle women,Gold,1,0,0
Moscow (1980),1980,Aquatics,Swimming,Ines Diers,East Germany,Women,800m freestyle women,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Gabor Csapo,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Tamas Farago,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Gyorgy Gerendas,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Karoly Hauszler,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Gyorgy Horkai,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Istvan Kiss,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Laszlo Kuncz,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Endre Molnar,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Attila Sudar,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Istvan Szivos,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Istvan Udvardi,Hungary,Men,water polo men,Bronze,0,0,1
Moscow (1980),1980,Aquatics,Water polo,Vladimir Akimov,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Aleksei Barkalov,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Evgeni Grishin,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Mikhail Ivanov,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Aleksandr Kabanov,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Sergei Kotenko,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Georgi Mschvenieradze,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Mait Riisman,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Erkin Shagaev,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Evgeni Sharonov,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Viacheslav Sobchenko,Soviet Union,Men,water polo men,Gold,1,0,0
Moscow (1980),1980,Aquatics,Water polo,Milivoj Bebic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Zoran Gopcevic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Milorad Krivokapic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Bosko Lozica,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Predrag Manojlovic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Zoran Mustur,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Damir Polic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Zoran Roje,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Ratko Rudic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Slobodan Trifunovic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Aquatics,Water polo,Luka Vezilic,Yugoslavia,Men,water polo men,Silver,0,1,0
Moscow (1980),1980,Archery,Archery,Giancarlo Ferrari,Italy,Men,individual FITA round men,Bronze,0,0,1
Moscow (1980),1980,Archery,Archery,Tomi Poikolainen,Finland,Men,individual FITA round men,Gold,1,0,0
Moscow (1980),1980,Archery,Archery,Boris Isachenko,Soviet Union,Men,individual FITA round men,Silver,0,1,0
Moscow (1980),1980,Archery,Archery,Paivi Meriluoto-aaltonen,Finland,Women,individual FITA round women,Bronze,0,0,1
Moscow (1980),1980,Archery,Archery,Keto Losaberidze,Soviet Union,Women,individual FITA round women,Gold,1,0,0
Moscow (1980),1980,Archery,Archery,Natalia Butuzova,Soviet Union,Women,individual FITA round women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Mohammed Kedir,Ethiopia,Men,10000m men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Miruts Yifter,Ethiopia,Men,10000m men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Kaarlo Maaninka,Finland,Men,10000m men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Peter Petrov,Bulgaria,Men,100m men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Allan Wells,United Kingdom,Men,100m men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Silvio Leonard sarria,Cuba,Men,100m men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Ingrid Auerswald-lange,East Germany,Women,100m women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Liudmila Kondratieva,Soviet Union,Women,100m women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Marlies Oelsner-göhr,East Germany,Women,100m women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Lucyna Langer,Poland,Women,100m hurdles women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Vera Komisova,Soviet Union,Women,100m hurdles women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Johanna Schaller-klier,East Germany,Women,100m hurdles women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Aleksandr Puchkov,Soviet Union,Men,110m hurdles men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Thomas Munkelt,East Germany,Men,110m hurdles men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Alejandro Casanas ramirez,Cuba,Men,110m hurdles men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Steve Ovett,United Kingdom,Men,1500m men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Sebastian Coe,United Kingdom,Men,1500m men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Jürgen Straub,East Germany,Men,1500m men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Nadezhda Olizarenko,Soviet Union,Women,1500m women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Tatiana Kazankina,Soviet Union,Women,1500m women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Christiane Stoll-wartenberg,East Germany,Women,1500m women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Donald Quarrie,Jamaica,Men,200m men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Pietro Mennea,Italy,Men,200m men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Allan Wells,United Kingdom,Men,200m men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Merlene Ottey-page,Jamaica,Women,200m women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Bärbel Eckert-wöckel,East Germany,Women,200m women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Natalia Bochina,Soviet Union,Women,200m women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Roland Wieser,East Germany,Men,20km walk men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Maurizio Damilano,Italy,Men,20km walk men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Piotr Pochinchuk,Soviet Union,Men,20km walk men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Eshetu Tura,Ethiopia,Men,3000m steeplechase men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Bronislaw Malinowski,Poland,Men,3000m steeplechase men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Filbert Bayi,Tanzania,Men,3000m steeplechase men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Frank Schaffer,East Germany,Men,400m men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Viktor Markin,Soviet Union,Men,400m men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Richard Mitchell,Australia,Men,400m men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Christina Brehmer-lathan,East Germany,Women,400m women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Marita Koch,East Germany,Women,400m women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Jarmila Kratohvilova,Czechoslovakia,Women,400m women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Gary Oakes,United Kingdom,Men,400m hurdles men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Volker Beck,East Germany,Men,400m hurdles men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Vasili Arkhipenko,Soviet Union,Men,400m hurdles men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Pascal Barre,France,Men,4x100m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Patrick Barre,France,Men,4x100m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Herman Panzo,France,Men,4x100m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Antoine Richard,France,Men,4x100m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Aleksandr Aksinin,Soviet Union,Men,4x100m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Vladimir Muravyov,Soviet Union,Men,4x100m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Andrei Prokofiev,Soviet Union,Men,4x100m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Nikolai Sidorov,Soviet Union,Men,4x100m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Leszek Dunecki,Poland,Men,4x100m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Zenon Licznerski,Poland,Men,4x100m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Marian Woronin,Poland,Men,4x100m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Krzysztof Zwolinski,Poland,Men,4x100m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Beverley Goddard-callender,United Kingdom,Women,4x100m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Heather Hunte-oakes,United Kingdom,Women,4x100m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Sonia Lannaman,United Kingdom,Women,4x100m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Kathryn Smallwood-cook,United Kingdom,Women,4x100m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Ingrid Auerswald-lange,East Germany,Women,4x100m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Bärbel Eckert-wöckel,East Germany,Women,4x100m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Romy Müller,East Germany,Women,4x100m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Marlies Oelsner-göhr,East Germany,Women,4x100m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Vera Anisimova,Soviet Union,Women,4x100m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Natalia Bochina,Soviet Union,Women,4x100m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Vera Komisova,Soviet Union,Women,4x100m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Liudmila Zharkova-maslakova,Soviet Union,Women,4x100m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Stefano Malinverni,Italy,Men,4x400m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Pietro Mennea,Italy,Men,4x400m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Roberto Tozzi,Italy,Men,4x400m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Mauro Zuliani,Italy,Men,4x400m relay men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Nikolai Chernetski,Soviet Union,Men,4x400m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Mikhail Linge,Soviet Union,Men,4x400m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Viktor Markin,Soviet Union,Men,4x400m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Remigius Valiulis,Soviet Union,Men,4x400m relay men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Volker Beck,East Germany,Men,4x400m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Andreas Knebel,East Germany,Men,4x400m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Frank Schaffer,East Germany,Men,4x400m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Klaus Thiele,East Germany,Men,4x400m relay men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Joslyn Hoyte-smith,United Kingdom,Women,4x400m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Linsey Macdonald,United Kingdom,Women,4x400m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Janine Macgregor,United Kingdom,Women,4x400m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Michelle Probert-scutt,United Kingdom,Women,4x400m relay women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Tatiana Goishchik,Soviet Union,Women,4x400m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Irina Nazarova,Soviet Union,Women,4x400m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Tatiana Prorochenko,Soviet Union,Women,4x400m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Nina Ziuskova,Soviet Union,Women,4x400m relay women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Christina Brehmer-lathan,East Germany,Women,4x400m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Marita Koch,East Germany,Women,4x400m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Barbara Krug,East Germany,Women,4x400m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Gabriele Löwe,East Germany,Women,4x400m relay women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Kaarlo Maaninka,Finland,Men,5000m men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Miruts Yifter,Ethiopia,Men,5000m men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Suleiman Nyambui,Tanzania,Men,5000m men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Evgeni Ivchenko,Soviet Union,Men,50km walk men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Hartwig Gauder,East Germany,Men,50km walk men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Jorge Llopart ribas,Spain,Men,50km walk men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Nikolai Kirov,Soviet Union,Men,800m men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Steve Ovett,United Kingdom,Men,800m men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Sebastian Coe,United Kingdom,Men,800m men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Tatiana Providokhina,Soviet Union,Women,800m women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Nadezhda Olizarenko,Soviet Union,Women,800m women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Olga Mineeva,Soviet Union,Women,800m women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Sergei Zhelanov,Soviet Union,Men,decathlon men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Daley Thompson,United Kingdom,Men,decathlon men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Yuri Kutsenko,Soviet Union,Men,decathlon men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Luis Delis,Cuba,Men,discus throw men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Viktor Rashchupkin,Soviet Union,Men,discus throw men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Imrich Bugar,Czechoslovakia,Men,discus throw men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Tatiana Lesovaia,Soviet Union,Women,discus throw women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Evelin Schlaak-jahl,East Germany,Women,discus throw women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Maria Vergova-petkova,Bulgaria,Women,discus throw women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Yuri Tamm,Soviet Union,Men,hammer throw men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Yuri Sedykh,Soviet Union,Men,hammer throw men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Sergei Litvinov,Soviet Union,Men,hammer throw men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Jörg Freimuth,East Germany,Men,high jump men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Gerd Wessig,East Germany,Men,high jump men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Jacek Wszola,Poland,Men,high jump men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Jutta Kirst,East Germany,Women,high jump women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Sara Simeoni,Italy,Women,high jump women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Urszula Kielan,Poland,Women,high jump women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Wolfgang Hanisch,East Germany,Men,javelin throw men,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Dainis Kula,Soviet Union,Men,javelin throw men,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Aleksandr Makarov,Soviet Union,Men,javelin throw men,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Ute Hommola,East Germany,Women,javelin throw women,Bronze,0,0,1
Moscow (1980),1980,Athletics,Athletics,Maria Colon,Cuba,Women,javelin throw women,Gold,1,0,0
Moscow (1980),1980,Athletics,Athletics,Saida Gunba,Soviet Union,Women,javelin throw women,Silver,0,1,0
Moscow (1980),1980,Athletics,Athletics,Valeri Podluzhnyi,Soviet Union,Men,long jump men,Bronze,0,0,1
